stco,year,whc,sand,silt,clay,om,kwfactor,kffactor,spH,slope,tfactor,ppt1,ppt2
12127,2006,13.901,93.257,2.529,4.215,275.182,0.054,0.054,5.271,46,4.937,464.48,596.629
12127,2011,13.923,93.235,2.534,4.231,276.93,0.054,0.054,5.273,46,4.936,770.452,989.394
12129,1992,13.487,92.82,3.143,4.037,93.343,0.074,0.074,5.474,46,4.826,808.993,882.717
12129,2001,13.354,93.17,3.043,3.787,97.486,0.063,0.063,5.481,46,4.819,942.271,858.516
12129,2006,13.345,93.178,3.042,3.781,97.662,0.063,0.063,5.479,46,4.817,495.162,718.492
12129,2011,13.344,93.167,3.045,3.788,97.816,0.063,0.063,5.48,46,4.816,593.833,686.016
12131,1992,19.153,78.734,9.038,12.228,144.29,0.106,0.107,5.062,45,4.948,940.399,929.587
12131,2001,19.056,78.321,9.244,12.435,99.771,0.109,0.11,5.066,44.917,4.98,1009.748,882.422
12131,2006,18.816,78.87,9.005,12.125,100.129,0.106,0.106,5.071,44.96,4.979,482.052,618.487
12131,2011,19.226,77.977,9.341,12.682,99.629,0.111,0.112,5.062,44.883,4.979,579.15,613.019
12133,1992,19.967,73.844,7.943,18.213,81.136,0.13,0.13,5.137,42.968,4.99,944.28,914.445
12133,2001,20.557,71.483,8.505,20.011,71.559,0.142,0.142,5.144,42.365,4.994,1018.43,907.989
12133,2006,20.434,71.804,8.407,19.789,69.912,0.141,0.141,5.147,42.396,4.995,467.339,627.93
12133,2011,20.549,71.492,8.485,20.023,70.102,0.142,0.142,5.147,42.358,4.995,548.012,554.948
13001,1992,19.792,65.991,13.954,20.055,116.771,0.194,0.194,5.013,42.888,4.916,741.055,803.415
13001,2001,19.752,65.852,14.026,20.122,114.016,0.196,0.196,5.017,43.092,4.918,596.248,520.162
13001,2006,19.757,65.833,14.026,20.14,113.833,0.196,0.196,5.018,43.077,4.918,446.531,608.926
13001,2011,19.765,65.832,14.024,20.144,113.952,0.196,0.196,5.017,43.062,4.918,584.599,633.575
13003,1992,16.436,70.749,12.708,16.542,175.512,0.167,0.167,5.107,43.774,4.927,686.926,739.58
13003,2001,16.197,70.567,12.821,16.612,149.683,0.169,0.169,5.11,43.961,4.942,592.576,523.731
13003,2006,16.196,70.552,12.828,16.62,149.674,0.17,0.17,5.11,43.962,4.942,299.808,384.736
13003,2011,16.208,70.467,12.866,16.667,149.115,0.17,0.17,5.109,44.026,4.942,546.113,638.913
13005,1992,16.838,68.961,13.462,17.577,132.763,0.174,0.174,5.088,43.211,4.95,772.924,860.706
13005,2001,16.836,68.969,13.437,17.594,131.472,0.175,0.175,5.083,43.493,4.957,613.456,541.379
13005,2006,16.833,68.976,13.435,17.589,131.468,0.175,0.175,5.083,43.497,4.957,417.644,561.42
13005,2011,16.784,69.062,13.416,17.522,131.647,0.174,0.174,5.085,43.468,4.957,508.945,567.552
13007,1992,22.285,64.994,12.348,22.658,68.491,0.169,0.169,5.123,41.439,5,620.975,583.389
13007,2001,22.337,64.999,12.337,22.664,67.568,0.17,0.17,5.126,41.487,5,830.692,672.957
13007,2006,22.335,65.012,12.342,22.646,67.561,0.17,0.17,5.126,41.484,5,493.409,676.461
13007,2011,22.348,65.009,12.323,22.669,67.526,0.169,0.169,5.127,41.481,5,455.297,464.984
13009,1992,20.436,52.948,20.083,26.969,71.514,0.208,0.208,5.165,34.113,4.649,646.677,744.446
13009,2001,20.037,53.471,19.844,26.685,69.596,0.207,0.207,5.154,33.88,4.664,763.685,569.971
13009,2006,20.209,53.128,19.98,26.892,69.682,0.207,0.207,5.149,34.004,4.679,486.289,558.671
13009,2011,20.184,53.182,19.94,26.879,69.405,0.207,0.207,5.147,33.991,4.679,427.893,433.766
13011,1992,23.352,37.499,27.516,34.984,50.353,0.227,0.229,5.365,29.429,4.619,721.411,789.915
13011,2001,23.416,37.462,27.526,35.012,50.878,0.227,0.228,5.369,29.293,4.617,647.298,564.381
13011,2006,23.416,37.448,27.527,35.024,50.888,0.227,0.228,5.368,29.276,4.617,405.085,597.03
13011,2011,23.42,37.431,27.533,35.036,50.822,0.227,0.228,5.368,29.261,4.618,564.378,471.268
13013,1992,23.655,36.709,30.552,32.739,55.789,0.265,0.266,5.185,31.087,4.906,657.577,816.494
13013,2001,23.614,36.767,30.582,32.651,56.891,0.266,0.266,5.199,30.809,4.899,761.986,617.759
13013,2006,23.642,36.782,30.596,32.622,56.943,0.266,0.266,5.198,30.858,4.903,506.283,626.833
13013,2011,23.634,36.792,30.589,32.619,56.931,0.266,0.266,5.198,30.846,4.902,532.498,493.675
13015,1992,20.814,26.022,39.288,34.69,84.221,0.277,0.317,5.337,34.849,4.582,659.117,697.879
13015,2001,20.623,25.654,40.022,34.324,83.055,0.276,0.322,5.337,34.82,4.555,781.301,712.321
13015,2006,20.679,25.646,40.017,34.336,83.32,0.277,0.322,5.342,35.018,4.558,507.495,636.47
13015,2011,20.673,25.6,40.044,34.356,83.285,0.277,0.322,5.342,35.012,4.556,663.669,587.992
13017,1992,22.113,64.826,12.537,22.637,97.306,0.177,0.177,5.144,39.268,4.882,609.136,625.7
13017,2001,22.901,64.602,12.315,23.084,91.517,0.177,0.177,5.184,39.004,4.895,657.128,545.637
13017,2006,22.916,64.703,12.279,23.018,91.707,0.177,0.177,5.188,39.05,4.899,366.124,505.812
13017,2011,22.933,64.75,12.227,23.023,91.482,0.177,0.177,5.192,39.102,4.906,460.926,517.799
13019,1992,20.622,65.044,14.003,20.953,111.286,0.195,0.195,5.117,43.471,4.976,593.987,613.654
13019,2001,20.896,64.791,14.013,21.196,109.406,0.196,0.196,5.123,43.452,4.977,729.239,638.573
13019,2006,20.889,64.778,14.027,21.195,109.489,0.197,0.197,5.123,43.467,4.978,350.9,466.313
13019,2011,20.893,64.747,14.025,21.229,109.302,0.197,0.197,5.122,43.459,4.978,542.435,630.406
13021,1992,20.583,54.196,18.498,27.306,79.639,0.2,0.201,4.992,35.527,4.492,530.379,633.505
13021,2001,20.287,56.391,17.285,26.323,76.483,0.193,0.194,4.99,35.229,4.481,821.251,627.784
13021,2006,20.22,56.56,17.307,26.132,76.824,0.193,0.194,4.992,35.193,4.471,361.855,437.026
13021,2011,20.235,56.411,17.395,26.194,76.942,0.194,0.195,4.994,35.144,4.467,484.429,528.556
13023,1992,21.999,60.816,10.529,28.655,57.84,0.163,0.165,5.209,37.636,4.866,636.91,631.196
13023,2001,22.037,61.031,10.214,28.754,54.667,0.162,0.163,5.223,37.493,4.89,739.384,605.212
13023,2006,22.033,60.976,10.254,28.77,55.09,0.162,0.163,5.221,37.494,4.887,408.286,566.696
13023,2011,22.021,60.948,10.249,28.803,54.955,0.162,0.163,5.221,37.503,4.886,461.042,463.558
13025,1992,20.894,81.71,6.934,11.356,121.051,0.129,0.129,5.012,104.164,4.981,972.61,1026.23
13025,2001,21.337,80.841,6.75,12.409,103.365,0.128,0.128,5.024,109.557,4.992,696.533,730.948
13025,2006,21.337,80.841,6.75,12.409,103.365,0.128,0.128,5.024,109.557,4.992,497.674,623.842
13025,2011,21.333,80.843,6.748,12.41,103.393,0.128,0.128,5.024,109.406,4.992,559.209,832.715
13027,1992,23.142,65.517,10.47,24.013,72.396,0.161,0.162,5.288,38.72,4.998,720.702,714.336
13027,2001,23.422,65.514,10.306,24.18,69.343,0.16,0.16,5.304,38.539,4.999,830.889,772.162
13027,2006,23.428,65.508,10.307,24.185,69.326,0.16,0.16,5.304,38.534,4.999,415.748,552.619
13027,2011,23.442,65.498,10.301,24.201,69.201,0.16,0.16,5.304,38.532,4.999,555.671,628.342
13029,1992,17.282,73.166,11.864,14.97,122.14,0.155,0.155,5.087,42.69,4.982,769.764,861.953
13029,2001,18.155,70.874,12.771,16.355,110.659,0.172,0.172,5.082,42.998,4.991,610.789,535.191
13029,2006,18.147,70.905,12.759,16.335,110.662,0.172,0.172,5.082,42.993,4.993,416.979,556.678
13029,2011,18.154,70.931,12.745,16.325,110.856,0.172,0.172,5.084,42.96,4.993,468.773,523.715
13031,1992,21.722,68.572,11.646,19.782,102.595,0.164,0.164,5.225,41.279,4.9,778.956,855.6
13031,2001,22.335,67.898,11.719,20.383,99.609,0.167,0.167,5.242,41.255,4.916,555.23,448.362
13031,2006,22.324,67.906,11.722,20.372,99.677,0.167,0.167,5.242,41.262,4.916,422.71,551.572
13031,2011,22.37,67.889,11.709,20.402,99.52,0.167,0.167,5.243,41.28,4.918,426.016,438.656
13033,1992,21.047,64.283,10.877,24.84,74.529,0.161,0.161,5.252,37.76,4.941,689.274,842.093
13033,2001,21.155,64.513,10.699,24.788,71.808,0.161,0.161,5.26,37.837,4.949,599.437,471.181
13033,2006,21.16,64.502,10.702,24.795,71.76,0.161,0.161,5.26,37.845,4.949,499.597,587.903
13033,2011,21.162,64.432,10.734,24.833,72.3,0.161,0.161,5.261,37.893,4.947,455.425,467.694
13035,1992,18.372,45.999,19.621,34.38,51.152,0.193,0.193,5.09,33.776,4.371,675.966,765.171
13035,2001,18.359,45.919,19.748,34.333,51.206,0.194,0.194,5.081,33.284,4.335,769.982,569.385
13035,2006,18.359,45.848,19.783,34.369,51.179,0.194,0.195,5.081,33.33,4.334,356.389,443.118
13035,2011,18.352,45.868,19.771,34.361,51.116,0.194,0.195,5.08,33.307,4.334,445.329,402.017
13037,1992,24.503,57.168,12.103,30.73,64.242,0.159,0.159,5.162,41.368,4.997,585.315,557.355
13037,2001,24.541,57.371,12.082,30.546,64.144,0.16,0.16,5.161,41.484,4.995,725.773,540.293
13037,2006,24.527,57.399,12.1,30.502,64.271,0.16,0.16,5.161,41.515,4.995,412.419,573.488
13037,2011,24.533,57.346,12.086,30.568,64.213,0.159,0.16,5.16,41.503,4.995,478.68,501.369
13039,1992,19.371,74.076,10.128,15.796,453.22,0.14,0.14,5.013,45.248,4.993,879.193,1050.132
13039,2001,18.543,71.277,11.253,17.469,168.402,0.139,0.139,4.968,45.537,4.999,809.507,903.509
13039,2006,18.578,71.099,11.323,17.578,168.633,0.14,0.14,4.968,45.533,4.999,479.8,611.515
13039,2011,19.189,68.29,12.465,19.245,160.792,0.15,0.15,4.981,45.466,4.999,524.671,701.513
13043,1992,20.255,70.585,9.894,19.521,105.74,0.151,0.151,5.251,39.02,4.906,822.654,908.108
13043,2001,20.319,71.003,9.567,19.43,105.101,0.147,0.148,5.274,38.871,4.916,640.675,525.386
13043,2006,20.32,71.003,9.567,19.431,105.101,0.147,0.148,5.274,38.871,4.916,412.038,539.085
13043,2011,20.403,70.858,9.587,19.555,103.425,0.148,0.148,5.275,38.884,4.916,560.64,568.213
13045,1992,20.433,48.752,25.132,26.116,65.516,0.231,0.251,5.288,30.137,4.67,634.365,661.769
13045,2001,20.659,48.582,25.474,25.944,69.082,0.233,0.255,5.289,29.799,4.645,760.448,627.545
13045,2006,20.674,48.595,25.461,25.944,68.894,0.233,0.255,5.288,29.812,4.649,459.035,568.942
13045,2011,20.665,48.62,25.444,25.937,68.653,0.233,0.255,5.287,29.786,4.648,570.485,526.012
13047,1992,19.822,23.399,41.342,35.259,61.873,0.269,0.315,5.241,34.589,3.922,529.85,581.478
13047,2001,19.947,23.746,41.487,34.767,62.452,0.274,0.318,5.224,34.532,3.95,704.014,703.924
13047,2006,20.005,23.704,41.525,34.771,62.607,0.275,0.318,5.224,34.663,3.955,460.26,666.683
13047,2011,19.948,23.731,41.461,34.808,62.417,0.275,0.318,5.224,34.627,3.947,780.035,851.527
13049,1992,18.926,86.036,5.77,8.194,117.361,0.108,0.108,5.085,103.854,4.975,905.801,1055.522
13049,2001,19.889,84.077,6.684,9.239,110.817,0.122,0.122,5.022,111.543,4.976,713.284,760.407
13049,2006,19.889,84.077,6.684,9.239,110.816,0.122,0.122,5.022,111.54,4.976,462.783,599.68
13049,2011,19.906,84.05,6.695,9.255,110.813,0.123,0.123,5.022,111.615,4.976,529.845,729.882
13051,1992,17.831,67.973,13.294,18.732,179.966,0.175,0.175,5.047,44.511,4.708,778.931,967.095
13051,2001,18.581,64.961,14.583,20.457,169.106,0.188,0.188,4.983,45.719,4.679,615.192,553.745
13051,2006,18.598,65.177,14.52,20.304,172.069,0.188,0.188,4.985,45.703,4.681,494.117,637.058
13051,2011,18.583,65.163,14.55,20.287,173.59,0.188,0.188,4.983,45.719,4.684,557.187,640.305
13053,1992,22.652,68.738,12.711,18.551,95.692,0.162,0.162,5.134,29.979,4.726,584.285,594.948
13053,2001,21.865,71.623,12.241,16.136,102.642,0.159,0.159,5.161,28.605,4.742,755.21,541.148
13053,2006,21.767,71.905,12.229,15.865,103.054,0.159,0.159,5.163,28.765,4.739,455.366,551.019
13053,2011,21.794,71.913,12.236,15.851,103.083,0.159,0.159,5.163,28.788,4.739,532.693,464.778
13055,1992,22.547,29.059,36.638,34.303,86.995,0.245,0.289,5.107,35.402,4.175,752.374,826.171
13055,2001,22.789,29.921,36.269,33.81,88.885,0.245,0.287,5.112,35.621,4.163,691.599,643.643
13055,2006,22.765,29.952,36.239,33.809,88.683,0.245,0.287,5.113,35.673,4.159,481.008,720.928
13055,2011,22.772,29.972,36.219,33.809,88.712,0.245,0.287,5.114,35.72,4.159,774.035,734.984
13057,1992,20.815,45.536,25.125,29.338,77.956,0.238,0.255,5.145,28.171,4.189,605.888,655.119
13057,2001,20.369,46.004,25.432,28.563,78.22,0.241,0.265,5.129,27.945,4.125,810.647,743.812
13057,2006,20.677,46.134,25.372,28.494,79.85,0.241,0.262,5.135,28.361,4.173,439.983,592.291
13057,2011,20.74,46.244,25.347,28.41,80.241,0.241,0.262,5.133,28.43,4.182,671.299,601.136
13059,1992,23.64,40.34,25.551,34.109,53.409,0.228,0.228,5.236,33.008,4.637,657.53,781.766
13059,2001,23.624,40.425,25.179,34.395,54.744,0.225,0.225,5.239,33.183,4.652,771.18,612.996
13059,2006,23.626,40.431,25.171,34.398,54.799,0.225,0.225,5.244,33.2,4.648,486.833,613.797
13059,2011,23.622,40.455,25.14,34.404,54.831,0.225,0.225,5.244,33.214,4.649,512.994,459.576
13061,1992,25.534,57.948,12.715,29.336,69.084,0.156,0.156,5.189,40.229,4.91,612.701,577.452
13061,2001,25.33,58.521,12.553,28.926,68.475,0.154,0.155,5.192,40.091,4.912,769.81,567.919
13061,2006,25.5,58.143,12.664,29.193,68.661,0.155,0.156,5.192,40.166,4.913,426.882,551.37
13061,2011,25.598,57.924,12.756,29.32,68.809,0.156,0.157,5.191,40.225,4.912,454.294,458.604
13063,1992,21.033,36.714,26.589,36.697,49.693,0.209,0.21,5.181,33.819,4.864,644.65,703.849
13063,2001,20.842,38.997,26.215,34.788,54.546,0.213,0.214,5.207,33.991,4.892,748.753,562.994
13063,2006,20.9,38.924,26.233,34.843,54.632,0.213,0.214,5.212,34.054,4.89,465.77,561.858
13063,2011,20.869,39.208,26.16,34.632,54.977,0.213,0.214,5.215,34.036,4.887,541.443,454.347
13065,1992,24.965,77.916,8.495,13.588,154.037,0.163,0.163,4.744,99.363,4.987,743.994,786.795
13065,2001,25.346,77.394,8.271,14.335,137.197,0.16,0.16,4.749,108.133,4.996,759.569,673.092
13065,2006,25.343,77.394,8.273,14.333,137.289,0.16,0.16,4.749,108.044,4.996,349.11,465.824
13065,2011,25.265,77.343,8.202,14.455,136.831,0.159,0.159,4.755,110.687,4.995,579.444,717.191
13067,1992,20.642,42.99,25.924,31.086,58.319,0.228,0.233,5.374,31.664,4.337,603.104,669.264
13067,2001,20.827,43.602,25.907,30.491,62.689,0.228,0.232,5.37,33.374,4.415,738.844,637.126
13067,2006,20.805,43.87,25.916,30.214,63.801,0.229,0.232,5.375,33.659,4.432,446.422,527.966
13067,2011,20.782,43.975,25.954,30.071,64.012,0.229,0.233,5.38,33.736,4.433,648.254,574.753
13069,1992,17.755,64.751,14.597,20.653,133.682,0.179,0.179,5.113,40.789,4.908,677.636,748.006
13069,2001,17.58,65.146,14.426,20.428,127.909,0.18,0.18,5.118,40.971,4.924,644.252,547.653
13069,2006,17.582,65.144,14.426,20.43,127.953,0.18,0.18,5.118,40.971,4.924,317.921,406.011
13069,2011,17.54,65.204,14.412,20.384,127.449,0.18,0.18,5.117,41.028,4.926,478.038,534.226
13071,1992,22.601,66.018,11.068,22.915,81.782,0.167,0.167,5.269,39.08,4.959,674.855,649.101
13071,2001,23.338,65.861,10.77,23.369,76.789,0.165,0.165,5.301,38.712,4.967,792.705,654.995
13071,2006,23.345,65.852,10.767,23.381,76.679,0.165,0.165,5.301,38.696,4.968,458.552,569.743
13071,2011,23.374,65.805,10.776,23.419,76.549,0.165,0.165,5.301,38.696,4.969,472.648,543.865
13073,1992,21.882,49.904,21.085,29.011,70.513,0.205,0.207,5.076,33.436,4.974,667.669,730.926
13073,2001,22.141,47.161,22.102,30.737,66.284,0.209,0.212,5.074,33.102,4.972,653.54,492.896
13073,2006,22.192,47.043,22.053,30.904,65.766,0.208,0.211,5.07,33.198,4.976,528.999,631.689
13073,2011,22.195,47.056,22.029,30.915,65.737,0.208,0.211,5.071,33.19,4.977,512.953,473.37
13075,1992,21.995,67.405,11.802,20.792,105.123,0.171,0.171,5.219,41.555,4.968,634.29,637.239
13075,2001,22.486,67.257,11.745,20.998,101.289,0.171,0.171,5.241,41.303,4.981,779.124,675.79
13075,2006,22.457,67.317,11.718,20.965,101.342,0.171,0.171,5.241,41.286,4.981,424.904,527.481
13075,2011,22.521,67.24,11.721,21.039,101.078,0.171,0.171,5.242,41.277,4.98,591.932,664.635
13077,1992,21.527,39.77,26.985,33.245,45.563,0.238,0.243,5.197,32.416,4.985,679.109,729.643
13077,2001,21.723,39.753,27.01,33.237,47.639,0.238,0.243,5.195,32.124,4.986,747.339,570.863
13077,2006,21.725,39.759,27.01,33.231,47.67,0.238,0.243,5.195,32.164,4.985,398.472,494.378
13077,2011,21.718,39.77,27.014,33.216,47.653,0.238,0.243,5.195,32.176,4.985,537.866,498.347
13079,1992,19.937,57.803,15.175,27.022,56.947,0.178,0.178,5.203,36,4.672,537.85,629.483
13079,2001,19.532,59.121,15.112,25.767,57.206,0.177,0.177,5.213,35.614,4.675,794.687,588.45
13079,2006,19.544,59.018,15.253,25.729,57.384,0.178,0.178,5.214,35.623,4.675,348.651,403.534
13079,2011,19.533,59.056,15.181,25.762,57.29,0.178,0.178,5.213,35.508,4.668,461.072,479.038
13081,1992,21.872,64.772,11.33,23.898,71.332,0.168,0.168,5.24,38.763,4.809,543.366,501.548
13081,2001,22.198,64.968,11.051,23.981,68.081,0.167,0.167,5.263,38.388,4.81,769.457,706.664
13081,2006,22.207,64.951,11.056,23.993,68.084,0.167,0.167,5.263,38.384,4.809,427.081,541.724
13081,2011,22.233,64.976,11.042,23.982,68.09,0.167,0.167,5.264,38.393,4.813,474.705,462.911
13083,1992,24.015,31.054,36.232,32.714,75.797,0.275,0.299,5.447,39.713,3.986,699.953,768.388
13083,2001,23.44,32.485,36.088,31.427,75.107,0.274,0.301,5.388,38.785,3.882,722.908,737.575
13083,2006,23.434,32.557,36.101,31.342,75.009,0.275,0.301,5.388,38.642,3.885,505.239,697.999
13083,2011,23.442,32.551,36.104,31.345,75.025,0.275,0.301,5.389,38.644,3.887,745.785,769.048
13085,1992,21.879,47.11,25.511,27.379,97.421,0.251,0.256,5.224,27.188,4.656,795.717,900.386
13085,2001,22.006,47.786,25.376,26.837,101.575,0.251,0.255,5.254,27.972,4.692,792.153,768.047
13085,2006,22.002,47.687,25.416,26.897,101.414,0.251,0.255,5.256,27.945,4.692,518.179,762.461
13085,2011,21.995,47.695,25.416,26.889,101.283,0.252,0.255,5.254,27.895,4.692,706.258,632.311
13087,1992,20.919,69.555,10.637,19.808,59.43,0.152,0.152,5.185,38.52,4.973,717.706,684.653
13087,2001,20.905,69.867,10.601,19.532,59.809,0.151,0.151,5.189,38.57,4.979,885.437,732.445
13087,2006,20.915,69.857,10.599,19.543,59.764,0.151,0.151,5.189,38.568,4.979,478.233,652.02
13087,2011,20.907,69.865,10.602,19.533,59.771,0.151,0.151,5.19,38.574,4.98,524.527,570.706
13089,1992,20.186,45.866,24.816,29.318,57.214,0.225,0.226,5.304,29.337,4.611,631.931,736.1
13089,2001,19.039,48.43,24.409,27.161,61.644,0.229,0.231,5.343,29.584,4.38,741.248,586.9
13089,2006,19.129,48.306,24.461,27.233,62.077,0.229,0.23,5.352,30.008,4.423,537.544,630.235
13089,2011,19.043,48.35,24.489,27.161,61.809,0.229,0.231,5.356,29.98,4.412,557.18,443.805
13091,1992,21.172,64.614,11.784,23.602,76.169,0.174,0.177,5.204,37.253,4.77,623.034,606.411
13091,2001,21.374,64.647,11.481,23.872,71.42,0.173,0.175,5.221,37.175,4.803,709.128,592.198
13091,2006,21.371,64.604,11.51,23.886,71.822,0.173,0.175,5.221,37.186,4.802,386.556,516.707
13091,2011,21.427,64.606,11.497,23.897,71.4,0.173,0.175,5.222,37.188,4.802,465.065,482.771
13093,1992,22.342,61.194,11.283,27.523,67.078,0.166,0.166,5.199,38.646,4.9,533.71,510.899
13093,2001,22.378,61.622,10.922,27.456,62.518,0.163,0.163,5.222,38.535,4.901,758.152,667.2
13093,2006,22.379,61.658,10.927,27.415,62.682,0.163,0.164,5.222,38.552,4.902,417.527,553.786
13093,2011,22.388,61.676,10.904,27.42,62.522,0.163,0.163,5.223,38.571,4.903,440.706,416.276
13095,1992,24.658,58.88,13.551,27.569,77.005,0.178,0.178,5.066,40.106,4.931,533.482,526.648
13095,2001,24.751,58.426,13.538,28.037,77.591,0.178,0.178,5.073,39.812,4.941,714.221,596.373
13095,2006,24.72,58.45,13.555,27.995,78.045,0.178,0.178,5.081,39.848,4.943,481.162,623.638
13095,2011,24.683,58.603,13.517,27.88,77.804,0.178,0.178,5.075,39.843,4.945,506.79,527.63
13097,1992,21.414,43.145,30.88,25.975,63.85,0.276,0.285,5.299,29.702,4.298,624.535,707.32
13097,2001,21.431,42.962,31.536,25.502,67.375,0.281,0.291,5.317,28.951,4.266,769.458,648.949
13097,2006,21.482,42.965,31.562,25.472,68.102,0.281,0.291,5.317,29.026,4.27,430.084,505.101
13097,2011,21.502,42.957,31.593,25.45,67.601,0.281,0.292,5.318,28.935,4.272,603.073,542.216
13099,1992,24.351,59.538,11.629,28.833,66.033,0.16,0.16,5.207,41.358,4.996,668.353,606.592
13099,2001,24.406,59.95,11.546,28.504,65.975,0.16,0.16,5.214,41.534,4.997,813.842,629.799
13099,2006,24.412,59.953,11.536,28.511,65.938,0.16,0.16,5.214,41.53,4.996,399.827,604.925
13099,2011,24.427,59.927,11.538,28.535,65.853,0.16,0.16,5.214,41.54,4.997,509.424,511.961
13101,1992,17.472,86.14,4.429,9.431,96.796,0.067,0.067,5.219,71.358,4.967,770.85,813.192
13101,2001,16.635,86.599,3.851,9.55,84.233,0.06,0.06,5.245,69.838,4.987,812.01,773.651
13101,2006,16.634,86.6,3.85,9.55,84.233,0.06,0.06,5.245,69.838,4.987,428.451,591.262
13101,2011,16.621,86.538,3.837,9.625,84.244,0.059,0.059,5.24,68.367,4.987,580.994,678.154
13103,1992,21.157,75.383,10.292,14.326,150.22,0.143,0.143,5.02,101.306,4.991,796.936,916.57
13103,2001,21.645,74.242,10.692,15.066,135.663,0.148,0.148,5.042,99.59,4.998,572.134,510.957
13103,2006,21.67,74.137,10.729,15.134,134.871,0.149,0.149,5.044,99.498,4.998,450.905,562.909
13103,2011,21.645,74.226,10.699,15.075,134.998,0.148,0.148,5.044,99.337,4.998,476.059,505.73
13105,1992,21.096,40.84,26.436,32.724,48.624,0.239,0.24,5.673,32.356,4.485,614.374,715.423
13105,2001,21.096,40.755,26.513,32.731,48.712,0.24,0.241,5.688,32.41,4.481,654.209,533.478
13105,2006,21.106,40.617,26.567,32.816,48.486,0.24,0.24,5.669,32.43,4.502,431.402,580.653
13105,2011,21.111,40.608,26.553,32.839,48.496,0.24,0.24,5.669,32.443,4.502,559.046,471.001
13107,1992,19.289,68.456,11.31,20.234,92.399,0.163,0.163,5.184,37.31,4.786,709.819,834.125
13107,2001,19.43,68.534,11.06,20.407,89.046,0.162,0.162,5.198,37.298,4.8,636.674,515.726
13107,2006,19.44,68.534,11.048,20.418,88.913,0.162,0.162,5.198,37.295,4.801,415.061,531.252
13107,2011,19.54,68.482,10.968,20.55,87.797,0.161,0.161,5.202,37.329,4.808,508.881,552.057
13109,1992,19.714,70.89,10.267,18.843,114.445,0.152,0.152,5.226,40.017,4.942,795.025,847.759
13109,2001,20.087,70.463,10.27,19.268,107.757,0.154,0.154,5.249,39.994,4.947,600.639,510.207
13109,2006,20.087,70.464,10.268,19.268,107.759,0.154,0.154,5.249,39.995,4.946,454.926,567.621
13109,2011,20.077,70.496,10.266,19.239,108.202,0.154,0.154,5.249,39.979,4.946,451.163,501.767
13111,1992,20.137,53.908,22.978,23.114,104.239,0.221,0.233,5.339,27.915,4.647,805.348,852.283
13111,2001,20.238,54.81,22.624,22.567,109.139,0.221,0.232,5.367,28.767,4.67,767.744,784.788
